lyorni_keks,channel,Лёрни Бизр,243,"- Нсфв!Заходя сюда, вы должны быть готовы к контенту с джасп*сами.Я не буду кидать это под блюр. Щп https://t.me/+wfBBuOydU19lNGRi искать арты - #art #sketch Анонка — t.me/anonaskbot?start=6ZqM72C4MLgiw1z"
luxury_time_vlg,channel,Luxury Time (Лакшери тайм) Современная детская творческая студия для детей и подростков🎙️🎬🎮,302,Сеть детских театральных студий в городе Волгоград.  •Актерское мастерство🎙 •КВН🎮 •Импровизация KIDS🤪 *Stand up KIDS🤗 •Тематические лагерные смены🏘
luckyerlegominecraft,channel,🌿𝙻𝚞𝚌𝚔𝚢𝚎𝚛 LM🌿,201,"⚙️Я собираю коллекцию lego ideas и Minecraft, и делаю различные самоделки по lego Minecraft в формате block accurate или же более известно как стиль ютубера cheesy studios⚙️ 🌳Владелец канала - @luckyer16 , админ 2 - @Yarik_Lego_Minecraft🌳"
fandocraft,channel,𐌘ꤌઞ𑀥꤀𐌺рꤌϕተ/𐍆ꤌꤙ𑀥꤀𑀗꤅ꤌક𑀱,41,По вопросам и предложениям: @Lerei_www Буст: https://t.me/boost?c=2587729249 Поддержка Автора: Сбер 79605898348  Канал с творчеством по разным фд и собственных персонажей.
lera_keehl,channel,"Не жизнь, а сплошной клуб романтики",98,Личный дневник
lirznakomstva,channel,Lir - знакомства,28,"Приложение для нахождения друзей, бизнес-партнеров, клиентов, а также найти свою любовь!❤️  Наш сайт - https://lirchat.com/  Вопросы/предложения/пожаловаться - @Daria_Sky"
n1leeknow,channel,Lee Know Stickers,4,
olymp_it,channel,OlympIt,303,Добро пожаловать в официальный канал нашего проекта!  Контакты: @serafimlukin
sergeylubarsky,channel,Sergey Lubarsky,17723,"Добро пожаловать на канал Сергея Любарского, где каждый пост - это вызов для размышлений.   Для контакта: https://linktr.ee/lubarsky  Предложить новость/разбан @lubarsky_feedback_bot"
callofdutymobileuzb,group,Call Of Duty Mobile Uzb,503,UZBDAGI TOP GRUPPA   Qoidalar❗  1--> Boshqa kanal reklamasi❌ Kick Out 2--> Sokinish❌ Kick Out 3--> Chit❌ Kick Out 4--> CP sotish va rek qilish ❌ Kick Out  R/D/C:  @KENT6  Akkaunt sotish @Codm_bazar   ʏᴀɴɢɪʟɪᴋʟᴀʀ ʙɪʟᴀɴ ->  @CALL_OF_DUTY_UZB
pishvaz_zendegi,channel,پیشواز زندگی,381,عرضه و معرفی بهترین پیشوازهای خوانندگان و مداحان   تبلیغات و ارتباطات: @Pishvaz_admin  جهت ساخت پیشواز: @RBT97 @RBTJ97
newsdeadline,channel,𝘥𝘦𝘢𝘥𝘭𝘪𝘯𝘦 𝘳𝘦𝘷𝘦𝘯𝘨𝘦,928,
callofdutynet,channel,𝕮𝓪𝓵𝓵 𝓸𝓯 𝓷Ꮛ𝓽,116,ведется набор админов :3  @CallOfNet_bot - бот для анкет
callofdraw,channel,CallOfDraw,79,
vizovsportklub,channel,ВЫЗОВ Спортивный клуб Дербышки,1093,Режим работы:  Будние дни  07:00-22:00 Выходные  08:00-21:00  Администратор  +7 (993) 404-33-34
excuse_myy,channel,velikayaaa🦦,250,великая я - @IMONNALISAAAA
futuregmchat,group,Future Grandmasters Chat,222,
khoros_gandi,channel,🐓 خروس قندی 🐓,213,➖ بدون مرز ، ناگفته‌ها را با ما دنبال کنید ✔️   🔺فعالیت کانال در راستای ارزش های اجتماعی بوده و تمام محتویات کانال اخلاقی، فان و نقد اجتماعی می باشد  🔞 مناسب بزرگسالان 🔞  پیج های ما در تلگرام و اینستاگرام 😍  @khoros_gandi   @Bia2Rooz    @musical_just
surad6,channel,صُراد,45,صُراد، نامی برآمده از دنیای واژگان، اکنون مأمنی است برای گمشدگان داستان‌های من؛ جایی که هر واژه، بازتابی از دنیایی گمشده است و هر خط، پلی میان خیال و حقیقت.
iravane,channel,فرهنگخانه آیت الله ایروانی (ره),25,دارای کتابخانه و سالن مطالعه،کلاسهای آموزشی و اجرای برنامه های فرهنگی و مناسبتی ویژه کودکان،نوجوانان و بزرگسالان  آدرس:خ مولوی بین میدان محمدیه و وحدت اسلامی  کوچه قفل سازان،کوچه حاج حسن، بن‌بست اول  ☎️ : 55893654-5  ارتباط با مدیر کانال @Iravani_Admin
solostudio1,channel,SoloStudio,5,انیمیشن‌های بزرگسالان در دسته‌های اکشن، فانتزی، ماجراجویی و تاریخی  آدرس چنل یوتیوب: https://www.youtube.com/@SoloStdio صفحه اینستاگرام: https://www.instagram.com/solostdio?igsh=MTVmdnVkZHFnODFwZw==
r8_news,channel,𝗥𝟴 𝗥𝗔𝗡𝗞𝗜𝗡𝗚,889,𝐖𝐞𝐥𝐜𝐨𝐦𝐞 𝐭𝐨 𝐑𝟖 Ranking📰🗞️  𝐋𝐢𝐧𝐤 : 23:45 𝐒𝐭𝐚𝐫𝐭 : 12:00  𝐑𝐮𝐥𝐞𝐬 𝐂𝐡𝐚𝐧𝐧𝐞𝐥 : @R8_RULES1  Gp : https://t.me/+YPdRlgoOCuwyN2Vk
