solidkov,channel,Видео от SoLiDa,21469,"Оскорбления запрещены. Введение публики в заблуждение - бан. Комменты, изображения и видео на тему текущего конфликта - недопустимы. т.к. на эту тему нет ни единого поста, поэтому авторы таких комментариев будут считаться провокаторами и попадут в бан."
soli_eth,channel,Soli.eth 🪂,12236,X profile: https://x.com/SoliXBT  website: https://solixbt.xyz
spicygunchannel,channel,SpicyGun News,3846,"SpicyGun: Your all-in-one DEX, trading bot, and Web3 wallet. 🌶️Trading Bots: @SpicyGun_Sol_bot 🌶️Chat: @SpicyGunGroup https://twitter.com/SpicyGunTeam"
sul1ndotsol,channel,sul1n,778,Axiom - https://axiom.trade/@sul1nn
solixnews,channel,Солёный торт,1062,
soltrend,channel,SOLANA TRENDING,1295,"https://t.me/LeiaonSolana  Leia the Cat: Named after Solana Co-Founder Raj Gokal’s cat Leia.  Our Solana Scanner is live @solscannerbot, You can add it to your group or DM it, /leia (contract)  to use it  Solana Trending running ✅ @SolTrend"
newdexlistings,channel,"ListingSpy - New token calls FREE | Solana, Ethereum, Base, Tron, BSC, TON and more!",1972,For all new and hot token listings on DEX and CEX visit https://listingspy.net
tolixon_film,channel,Tolixon-Film,126,"Плёночно-цифровой, фотографический канал 📸 🎞️  Можно обращаться : @Tolixon89"
solikmol,channel,Молодежь Солигорщины,777,"Новости, мероприятия и анонсы молодежи Солигорщины."
solx_portal,channel,Sol X,359,$SOLX Secure Multichain Anonymous Trading Bot   Website: https://solx.app Whitepaper: https://docs.solx.app X: https://twitter.com/SolXApp Telegram: @SolXApp Telegram Chinese: @SolXAppChinese Youtube: https://www.youtube.com/@SolXApp Bot: @SolXTradeBot
solexlaunchchannel,channel,Solex Announcements,390,Welcome to Solex: The First AI-Powered Launchpad Built On Solana! 🚀  🌐 https://solex.finance/ 📢 @SolexLaunchChannel 🐦 https://x.com/SolexLaunchSol  👥 Join Our Community: https://t.me/SolexLaunch
