mohe_ye,channel,وزارة الصحة والبيئة - اليمن,2435,القناة الرسمية لـ وزارة الصحة والبيئة - اليمن Ministry of Health & Environment - YEMEN  الحسابات الرسمية التابعة للوزارة: - تليجرام: t.me/mohe_ye - تويتر: x.com/mohe_ye - فيسبوك: facebook.com/mohe.yemen - يوتيوب: youtube.com/@mohe_ye
tyg_ye,channel,T.Y.G Team,1994,Hello this channel does not violate the policies of Telegram and we love you @rove with best regards
ye_fkr,channel,Yam sisay tube,994,💥 ፍቅር አዘል ትረካዎች ፣ ግጥሞች ፣ ዘፈኖችን እናቀርባለን!!       ★ይማሩበታል       ★ይደሰቱበታል   ለማንኛውም ጥያቄ አስተየት       @Sisco_k      @muluken_mulefa
yaggerya3,channel,YÄ3 CÄØ,2965,Club show: @Mark_no_ne_Tven Mgmt: @okskern
ye_wubet_esregnoch,channel,የውበት እስረኞች | Ye wubet esregnoch,2655,
siyerinebi571,channel,Siyer-i Nebi 🕊️,6187,"‌‏﷽۝‏﷽ Eğer kelamın bir kokusu olsaydı, Nebi'ye ﷺ salât getirmek kokuların en güzeli olurdu..."
typolinks,channel,Ye,2454,typography links
list0k_ye,channel,житье чипчили,315,"иногда будут тревожные артики ( но в основком комфортик), всякая написанная чушь и скетчи, что не выкладываются в другие соц.сети."
yameee444,channel,YAME,195,https://youtube.com/@yameeepubgm?si=QTBgDXIhmRvoaUPQ
asysyamilcomdesign,channel,🖍️ ASYSYAMIL.COM DESIGN 🖍️,1399,◎❦📝 Galeri Poster Dakwah Sunnah 📝❦◎  TA'AWUN DAKWAH & SOSIAL  📦 bit.ly/DakwahDanSosialAsySyamilcom 📟 No Rek BSI : 4381302380 📟 No Rek BCA Syari'ah : 0400007134 📟 *Kode Bank BSI 451  📟 *Kode Bank BCAS 536 @ a.n Awab Sahroni  📲 wa.me/6282369896570
asnbgrou01,group,ASNB PELABURAN MALAYSIA,122,
abusayyaroh,channel,свет,25,Ссылка на Ютуб-канал: https://youtube.com/channel/UCgW7UAc83dQwmiWZ4LEsk2A  Бот обратной связи: @san_lar_bot
prizrrak17,channel,24:35,54,"«поистине, эти дни мимолетны, и обещанное — это рай!»"
el0rn,channel,ارين,945,كُل نَص هُنا مِن تأليفي . سَ : @lol0ibot
teenzhux,channel,TΞΞNZĦUX; Echoes Of The Road.,1292,#ENZU. عين حورس Thebes : EGYPT      Nile June    𔓙                                  /                  Scarab—Oath. Gasp! خالد      Corner Of Society @Teenzhuxsbot @Teenzhuxs
kwfel,channel,مدرسة القوافل العلمية عين التوتة,637,الكتاب والسنة على فهم سلف الأمة
kukavfjewl,channel,к. о.,116,
yun1_chka,channel,иринка юнич,37,
kennyfrombless,channel,картин агуети,47,
