orenshagi,channel,ШАГИ 👣,300,Школа Танцевального Искусства
teatrstudioshagi,channel,Театр-студия «ШАГИ»,162,"Актёрское мастерство для детей и взрослых! Вдохновение, общение, творческий поиск🍎 Круг близких по духу, неравнодушных и неугомонных☀️ Присоединяйтесь к нашему каналу - будем делиться с вами нашими самыми важными событиями и новостями!"
blackhousegarden,channel,Сад чёрного дома | Black house garden,272,"Привет, я Настя и это мой садовый дневник 👋🏻  А еще я начинающий цветочный фермер и пишу о всех шагах в канале нашей фермы @flowerate"
novaizhuzn,channel,10 000 ШАГОВ В НОВУЮ ЖИЗНЬ !!!!,100,"Создаём пространство тёплого общения для проходящих реабилитацию парней сво и свободных девушек — через прогулки, творчество, ремёсла и заботу о себе.   Каждый день — 10 000 шагов к гармонии, здоровью и новым семейным  отношениям."
sibrostok_nsk,channel,Sibrostok,172,Ферма микрозелени в Новосибирске.   🌱Раскрываем секреты жизни пищевого производства 🌱Пишем о простых шагах к здоровому питанию 🌱Делимся полезными рецептами и мыслями предпринимателя  https://sibrostok.ru
tangohouse_vlad,channel,Шаг из Темноты/TangoHouse Проект поддерживается Правительством Приморского края и Фондом президентских грантов.,75,"Здесь все о  проекте ""Шаг из темноты""- реабилитация и социализация людей с ограниченными возможностями здоровья по зрению, слуху, людей с ограничением двигательных функций, в том числе на колясках, и людей старшего возраста в клубе TANGOHOUSE,Владивосток."
gotikqw333s,channel,Готика,8987,Даня Готика😁 Делаю татуировки в Санкт-Петербурге  Иногда приезжаю в Москву По всем вопросам: @GotikqW333 ig: gotikqw333
anyapromoskvu,channel,Аня про Москву,5859,
livemoscv,channel,Москва Live,13031,"Один из крупнейших каналов про Москву.  Рассказываем главные новости, показываем места для отдыха в Москве. 3164049eacb8c298ef7a По рекламе только: @denkoadmin1  РКН: https://knd.gov.ru/license?id=6775138996de59064d72364b&registryType=bloggersPermission"
pd_moskvaoblast,group,Переселение в МОСКВУ и МОСКОВСКУЮ ОБЛАСТЬ Путь Домой,3253,"Всё о переселении в Москву и в МО, обмен опытом, истории участников, адреса и номера телефонов.  Веб: https://путьдомой.рф  Горячая линия: https://t.me/domojput"
annamis_design,channel,Анна Мищенко,109,Журнал самобытного дизайнера
plintuskao,channel,Micatos,481,"Владелец - @Micato100(не беспокоить без причины) Добро пожаловать в наш уютный уголок, рады каждому ^^"
haveuevermettt,channel,мичёссо?,614,girlhood is a spectrum so is life ☆•° . *  love notes: @linsoolistenbot
gypnogala,channel,HypnoGala,366,"Канал клинического психолога Галины Мищенко   Пространство трансформаций Психики, Тела и Души с помощью методов квантовой психологии, Мак, гипнопрактик и медитаций.  Трансформационные игры и тренинги   Для связи со мной  @hypnogala"
mishchenkopsy,channel,Евгения Мищенко психолог,217,"Я - психолог Евгения Мищенко. Провела более 240 тренингов  и  10000 консультаций, используя авторские  технологии. Работаю со всем горизонтом психологических проблем: психосоматика, стрессы, конфликты с родителями и детьми, семья, деньги, самореализация."
psymischenkon,channel,Психолог Мищенко Наталья,260,Помогаю улучшить отношения с близкими людьми и с самим собой. Никакой эзотерики. Только психологические методы. Очно (Краснодар)/Онлайн тел. 8(918)4380730  Для личных сообщений: @NatalyMis
velodorozhki,channel,Велодорожки в Россию🙌🏻🚲,97,Лучшие примеры велоинфраструктуры для ее внедрения в России🤞🏻  Автор: @artemnazaroff  Фото канала: Дмитрий Мищенко  Предложить крутой пример велодорожки/велосети: @nzvtg
littlemousedrawing,channel,Мышкина рисовальня | Комыш открыт,37,"Рисунки, которые требует сердце мышки🐭(≚ᄌ≚)ℒℴѵℯ♡ Др канала: 18 мая 2025 года  Мои Соц-Сети: ТикТок @lovedrawfandom Тамблер @littlemousedrawing"
everysoftness,channel,масюнечкино,59,"Здесь собираю красивое, любимое, трепетное и то, чем хочется (очень!) делиться ♥️"
tatmediavideo,channel,ТАТМЕДИА | Живые истории,680,"Интересные, необычные, трогательные видеоистории со всего Татарстана.  Только о людях и для людей.  Авторы канала - журналисты Татмедиа.  А также эксклюзивное видео с генерацией нейросетей. Бот для ваших историй @realhistories_bot"
genova_ai,channel,Genova AI • Создавай с ИИ,49,"🎨 Генерация изображений, музыки и видео с ИИ ✨ Midjourney, Flux, Kling, Suno, GPT-4o, Claude 🚀 Работает без VPN  🔗 https://genova-ai.ru/"
jakilive,channel,LivePhoto,33,"#photo #ai  Хеллоу френдс я Jaki Tapping, фотограф и AI Creator На моем канале вы найдете, мои мысли, зарисовки, вдохновение и мои работы, как фото, так и эксперименты с генерацией.   photo  https://jakilive.ru music https://band.link/jakitapping"
